Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDJ20,OUT017,2003.722706804587
FDV44,OUT027,4119.414162602472
FDG02,OUT049,2939.248913278281
FDA09,OUT013,2810.4480068009584
FDT04,OUT013,822.2606203661189
FDL58,OUT019,2312.1559958098487
FDE52,OUT045,1550.7721018369066
FDW12,OUT035,2320.428160962445
FDL51,OUT017,3307.5040004017587
NCY42,OUT027,3452.7841934714465
FDR07,OUT017,1644.4654454395218
FDN40,OUT045,2430.971671226185
FDB35,OUT027,2735.567136388682
FDA22,OUT017,2615.5438993265
NCL06,OUT046,3976.9484286376987
FDI35,OUT013,2832.927091671913
NCW42,OUT045,3401.1973440043744
NCX06,OUT049,2816.5216095493647
FDC37,OUT027,2986.242565486132
FDZ14,OUT018,1987.9698230794756
DRG49,OUT049,3733.3457352708997
NCG06,OUT045,3888.366142769609
DRC36,OUT045,2726.568682097181
FDV21,OUT019,364.741678427911
FDB53,OUT046,2373.8297080190987
DRP47,OUT019,2159.91345944769
FDA14,OUT013,2325.094534158394
DRC24,OUT035,2430.971671226185
FDW21,OUT018,1682.040932834337
NCH29,OUT046,1652.3909622789622
FDU58,OUT013,2937.433587155611
FDY27,OUT017,2781.858731213233
FDV56,OUT035,1815.4466505222035
FDT59,OUT046,3526.7391068382058
FDB23,OUT046,3455.5248481065455
FDR49,OUT045,932.8041306298593
FDB03,OUT010,2016.5955729072166
FDN39,OUT045,2615.06262681956
FDX02,OUT027,4603.805090231155
FDQ16,OUT027,2980.577059307939
FDU35,OUT018,1665.6354507117883
NCT29,OUT013,2000.9448356680361
FDZ27,OUT046,959.5049041581864
FDN57,OUT017,2258.1019640841055
FDA03,OUT018,2314.9339806747475
FDZ36,OUT045,2895.6979730888293
NCU05,OUT013,1424.2677939891944
FDT39,OUT018,2392.7031146617546
FDK60,OUT017,1650.0577756809878
FDZ25,OUT017,2664.279073187206
FDG12,OUT046,2000.5001511294595
DRB01,OUT019,1303.1189319748837
NCC43,OUT027,4990.317573568216
FDX13,OUT019,2106.0306398840953
FDM22,OUT049,1028.8672487988126
FDJ03,OUT027,2151.4092624089767
FDU14,OUT018,3780.771829532917
FDB33,OUT010,845.3921899061629
FDP27,OUT046,2965.060317729455
FDO38,OUT010,313.1461271227736
FDE28,OUT027,4729.420029001716
FDO27,OUT035,1624.2829591981777
DRL23,OUT027,2970.763040409101
FDS28,OUT046,1069.6037298833503
FDX24,OUT013,1584.472435159157
FDZ02,OUT035,1638.318666754388
FDL46,OUT045,1927.842074876978
FDS60,OUT027,3979.355419705489
NCO06,OUT017,747.3059454840268
FDO16,OUT035,1473.0029678498997
FDC60,OUT049,1511.369674368099
FDA48,OUT018,3364.744113562614
FDZ36,OUT027,4087.121058832679
FDK27,OUT045,1980.3176648881151
FDW23,OUT018,812.1000668824735
FDM14,OUT018,1815.5813884443364
FDM14,OUT013,1805.114771148061
FDW60,OUT018,2768.4390340860964
FDE21,OUT013,1920.8425150830546
NCM42,OUT035,1821.5202532706098
FDY59,OUT010,70.4328028331272
DRI49,OUT049,1426.6009805871688
FDT28,OUT019,736.2559091948801
FDQ22,OUT018,822.8766307951925
FDR60,OUT049,1359.1271380059402
FDC50,OUT019,59.69282688877206
FDV24,OUT013,2418.379781190796
DRF48,OUT010,1258.6054467715508
FDQ47,OUT046,797.0036643586132
DRN36,OUT049,1652.427550247326
NCY06,OUT035,2091.7871321973726
FDE52,OUT035,1542.3287245221622
NCB54,OUT045,2068.3820902809007
NCF31,OUT035,2429.6010296420914
FDJ08,OUT027,4134.412415172563
NCC07,OUT017,1775.1548539762427
NCD19,OUT027,2220.253746574299
FDL46,OUT049,1955.9866659261263
FDM20,OUT045,3746.9367582885334
NCI06,OUT010,1147.099391493929
DRM11,OUT035,3931.472398420485
NCH07,OUT018,2495.7657926246316
FDS23,OUT013,2104.4887861378534
FDO49,OUT018,956.8251829754046
FDS35,OUT049,1200.8109988953754
DRK39,OUT045,1443.4511472482939
DRI39,OUT049,1102.4512820968114
FDV04,OUT017,2505.962934076641
NCN14,OUT035,2851.184487885496
FDH08,OUT013,3534.256527107433
FDS20,OUT046,2857.7759511092063
FDV40,OUT049,1343.239516358696
FDZ48,OUT010,163.2826956981064
FDS24,OUT027,2695.7566123496617
FDK44,OUT049,2735.9746044258063
FDS48,OUT045,2399.604524501909
FDK26,OUT010,1237.9782759916297
FDD23,OUT045,2936.026357603154
NCH54,OUT017,2554.698107937347
NCP14,OUT010,106.6585929663247
FDM60,OUT010,837.8288512974184
FDV24,OUT017,2411.343633428509
FDH08,OUT018,3485.6195032004966
FDS12,OUT027,3259.8417639931145
FDR39,OUT027,4005.574920726876
FDP12,OUT027,1977.1689136828036
DRF60,OUT027,4791.1917774363865
FDC09,OUT035,1727.8269096679946
FDF50,OUT018,3060.2956288066607
FDG28,OUT035,3714.5704785820126
NCE19,OUT017,1063.0854425963676
NCM53,OUT010,130.54490738973686
NCN18,OUT049,1843.5180656346242
FDF32,OUT035,3084.5284778148803
FDF11,OUT013,3651.799597165097
DRI59,OUT049,3451.339747417537
NCG54,OUT035,2667.5382168306974
FDM44,OUT046,1709.0516529791078
FDT57,OUT018,3590.089410715831
FDV24,OUT046,2409.9364038760514
FDI50,OUT019,1813.6927726565905
FDS09,OUT035,1002.647747777426
NCC31,OUT027,3639.24492363116
FDQ07,OUT019,1690.002923913793
FDC22,OUT017,2982.355168929157
FDZ56,OUT046,2665.2416182010866
FDZ40,OUT019,633.5554094626991
FDS46,OUT027,3129.5604520266065
DRD24,OUT045,2260.91642318902
FDV45,OUT017,2943.9884624109577
FDL26,OUT045,2474.559199384001
FDA56,OUT018,1997.3391574397372
FDN27,OUT046,1945.2101020134075
FDM20,OUT049,3730.0500036590443
FDO16,OUT017,1447.6728359056663
FDL03,OUT035,3034.830758940294
FDE58,OUT046,1928.7680319224949
FDI02,OUT027,3042.903256186278
NCC55,OUT019,845.2730956299183
FDR03,OUT018,3161.914489248716
FDB14,OUT017,1585.398392204674
FDR45,OUT013,3672.4633559133817
NCN07,OUT017,2111.933030470353
FDM51,OUT019,46.665582685959635
FDT52,OUT027,4910.215252983235
FDL26,OUT046,2453.4507560971397
NCZ42,OUT046,3644.355352832597
DRI47,OUT019,656.6348611168391
FDW40,OUT013,2268.8785279968242
FDN34,OUT046,2663.353116141689
FDS01,OUT035,2792.1906105873754
NCG55,OUT045,1917.5833714395633
FDC11,OUT035,1512.2956314136159
FDX35,OUT018,3451.882581909883
NCB06,OUT046,2539.2185828603147
FDR09,OUT019,2264.864639469965
FDC53,OUT017,1646.280771562192
FDY45,OUT013,3873.8857506748222
FDA22,OUT010,978.9326455161627
FDE02,OUT035,1622.912317614084
FDW21,OUT045,1701.1261361396676
FDV34,OUT046,1317.9093844144625
FDS59,OUT049,1818.2245216587546
NCW17,OUT017,2081.9731132985344
NCK54,OUT046,1931.6190789957736
FDG17,OUT019,2044.6669880196373
FDG35,OUT017,2717.68062024386
FDD08,OUT010,859.826663661433
NCO07,OUT017,3253.5845928698
FDJ10,OUT010,609.7881893155318
FDW36,OUT017,1746.5289904201538
FDW21,OUT010,29.334143517894063
FDY19,OUT017,1943.3215999540096
DRE03,OUT013,944.5432395564592
NCC55,OUT049,819.4827492295681
FDH52,OUT010,497.2004947477848
FDO09,OUT017,4006.944933777881
FDU43,OUT045,3651.8361851334607
FDX09,OUT010,1070.7008990910163
FDH40,OUT019,222.67533919528591
FDW58,OUT017,1752.1579086299835
FDC47,OUT017,3480.3371195754744
NCR41,OUT035,1610.6919361805437
DRG49,OUT035,3726.309587508613
FDC52,OUT027,3606.5071353227904
FDY13,OUT046,1331.463819463732
FDY35,OUT013,901.8816684441599
FDI35,OUT017,2839.9632394342
NCU18,OUT049,2272.65553211562
FDY33,OUT018,2496.691749670148
FDC15,OUT027,3680.4992651910015
FDU01,OUT049,2906.5111249699116
NCU42,OUT046,2668.0560773060015
NCV29,OUT018,2766.069259519758
NCY30,OUT017,2855.9240370181724
FDQ46,OUT049,1860.4048202641131
FDG58,OUT027,3627.9870872115007
FDK33,OUT017,3283.136413471406
NCD07,OUT045,1909.621266631759
NCX29,OUT027,3495.8904491223225
NCT42,OUT013,2369.6080193617267
DRN59,OUT035,928.1377574339106
FDI44,OUT035,1394.3078768173757
FDA45,OUT049,2790.3386964963415
FDP31,OUT045,1206.9211896121456
FDY01,OUT046,1903.0298034080488
FDT09,OUT018,2135.064713738745
DRH03,OUT027,2797.9299212353853
FDA36,OUT018,2893.054839874411
NCF31,OUT017,2440.8588660617506
FDG14,OUT049,2411.3070454601448
FDG28,OUT027,4918.6586302979795
FDU14,OUT049,3802.671491943162
FDY47,OUT019,452.8426917890604
FDI56,OUT049,1554.4759300189746
DRD01,OUT013,1076.6764656140012
FDM22,OUT046,1054.1973807430463
FDH33,OUT013,876.5881244682902
DRZ24,OUT013,1948.9139301954754
NCQ38,OUT046,1762.9344725427022
FDO16,OUT027,2646.1320694118035
FDU07,OUT027,3563.8089762421273
NCB07,OUT013,3019.3512338632627
FDU48,OUT045,2141.4848510719585
NCM43,OUT045,2605.766468396026
FDR31,OUT010,639.7115185189864
DRK49,OUT018,844.4297586206303
NCI30,OUT010,2051.66654781356
DRD60,OUT017,2831.519862119456
NCG19,OUT046,3594.2129494194346
FDH12,OUT035,1760.1200134377875
FDM32,OUT035,1572.3252296623446
FDM27,OUT035,2478.7443000730095
NCU53,OUT027,3796.6716936645716
NCQ18,OUT046,1677.6845062548318
FDS10,OUT013,2802.9305865317306
FDB33,OUT027,3679.0554476701805
FDI12,OUT013,1490.742503588178
NCW42,OUT013,3398.3828848994594
NCC06,OUT018,2076.0342484722614
FDW02,OUT017,2053.4204256791736
NCD43,OUT017,1749.824722032009
FDM57,OUT018,1433.7352783032247
FDA58,OUT017,3615.766077244872
FDK56,OUT046,2888.1805528196014
FDP52,OUT045,3535.6637566598906
FDW20,OUT018,2010.4489079504303
FDS52,OUT049,1695.0159454228974
NCT29,OUT018,1952.3078117610994
NCL54,OUT013,2767.3783391184465
FDC05,OUT045,3072.3446843497045
FDF34,OUT035,3051.6809256014194
FDP03,OUT027,3214.8470062828405
FDD32,OUT010,221.26810964282845
FDZ10,OUT045,2076.3807830570686
FDZ40,OUT035,1043.865501368904
FDD51,OUT018,881.8705080933124
NCY30,OUT019,1134.8790100603892
FDP58,OUT017,3349.1664385318136
FDV49,OUT017,4001.7607001066285
FDY24,OUT019,654.6638527495604
NCO55,OUT017,1790.5977910849103
FDR13,OUT017,1923.6569741879694
FDS51,OUT017,1154.8902841395848
FDP26,OUT045,1755.9349127487792
NCB54,OUT027,3282.320848864069
FDF32,OUT017,3056.383886765732
FDN31,OUT018,2927.681130242178
DRM48,OUT017,789.9309286279622
FDN20,OUT049,2661.0199295437146
DRL01,OUT046,3563.7351717723113
FDV56,OUT049,1791.5237481304275
DRH13,OUT027,2979.687690230786
FDA03,OUT017,2331.2047248751633
FDF47,OUT027,4614.136969605299
FDX32,OUT046,2343.4251063087036
FDX57,OUT049,1640.2071688137858
NCA30,OUT045,2964.134360683938
FDO49,OUT013,975.9103862807351
FDL04,OUT019,87.4020637704973
DRM48,OUT035,806.8176832574511
FDR16,OUT013,3269.990074992349
NCC19,OUT018,2977.3422611484007
NCE42,OUT045,3596.101451478832
FDY24,OUT017,1055.1233377885633
FDH19,OUT049,2751.4541295028384
FDJ46,OUT013,2722.3469934398086
FDN45,OUT010,1768.2899183761042
FDY08,OUT035,2252.028361335699
FDZ37,OUT035,1501.0743829623204
NCT30,OUT045,948.7649282138314
DRY23,OUT018,855.6510070719257
NCZ30,OUT018,1978.6004887192141
FDC44,OUT018,1860.9842427248227
FDB45,OUT035,1754.5276831963217
FDY04,OUT013,2579.029106899335
FDM27,OUT046,2518.146727541817
FDZ43,OUT017,3677.093141140967
FDT39,OUT019,728.7384889256527
NCC06,OUT019,390.96117944929756
FDL15,OUT027,3624.764531536373
FDL57,OUT017,3906.178854444615
FDU08,OUT046,1671.129630999485
FDK40,OUT017,3998.501556463137
FDQ12,OUT010,1831.5054843315966
FDS48,OUT017,2409.4551313691113
FDP09,OUT045,3266.7309313488577
FDW21,OUT049,1675.7960041954339
FDY25,OUT035,2830.593905073939
DRE13,OUT017,1485.5948578852888
FDV43,OUT019,791.4634520030513
FDD22,OUT045,1854.7759020542837
FDM46,OUT019,87.80082996955662
NCO30,OUT010,1210.351545417786
FDM25,OUT046,2727.494639142698
NCN41,OUT049,2011.2401270738144
FDU24,OUT045,1595.2489990718761
FDZ50,OUT046,2868.0712425149845
FDP45,OUT013,3820.9288881567445
NCM54,OUT045,2057.605526368182
FDW10,OUT019,1074.9225877483887
FDP20,OUT017,2082.0097012668984
FDK32,OUT046,2408.0113138482893
FDN52,OUT049,1516.553908039352
FDM58,OUT045,1844.9252951870817
FDZ46,OUT027,3023.238630420238
NCA18,OUT018,1914.4223777498407
FDD35,OUT046,1996.7597349790276
NCK31,OUT035,978.2435728787094
FDI40,OUT027,2878.476926358943
FDT50,OUT019,16.549983269532504
NCT06,OUT046,2601.0269192633496
FDT31,OUT035,2926.139162767588
FDT45,OUT049,1029.3119333373893
FDT13,OUT045,2915.362598854869
FDO50,OUT045,1562.4380348267787
NCU18,OUT010,589.6057030741874
NCR54,OUT049,3027.794611178007
NCO18,OUT018,2774.5126368345022
FDU09,OUT045,1074.3432790160268
FDT13,OUT018,2904.720772864283
FDE09,OUT046,1861.3673652779942
NCK53,OUT019,30.29668853177509
FDG45,OUT049,3283.617685978347
DRH15,OUT035,915.990551937098
FDO21,OUT019,1760.2912255999363
FDD14,OUT027,4056.1985966469792
FDC09,OUT046,1727.8269096679946
FDH45,OUT027,2072.7507593448167
FDV32,OUT046,1197.5518552518838
FDG12,OUT035,1958.2832645557369
FDS32,OUT013,2254.8428204406137
NCL55,OUT018,3800.8811398375333
DRE01,OUT035,3709.4594208474873
DRE15,OUT049,1365.7186012296509
NCL42,OUT045,3758.1945947081927
FDP31,OUT013,1182.9982872203693
FDN33,OUT018,1582.2373985149516
FDZ59,OUT046,2601.9528763088665
FDE45,OUT010,1116.6216138468067
FDJ07,OUT013,1948.5058336252628
FDQ45,OUT018,2861.651105181771
FDM33,OUT027,4548.070356576527
FDO15,OUT010,327.1452467106201
FDM46,OUT013,1583.9911626522166
FDR03,OUT045,3176.778003896674
FDY49,OUT018,2607.753120409193
FDQ60,OUT045,1954.0615758983645
FDW10,OUT049,2760.7868758947357
FDO51,OUT049,909.9169491886918
FDJ40,OUT018,1796.8061317554495
FDS20,OUT018,2830.2473704891313
FDU45,OUT013,1864.5899209531217
FDV02,OUT035,2666.1309872782394
FDN09,OUT046,3691.6101212041176
NCM55,OUT027,4090.8980629514745
FDN23,OUT018,2301.342957657114
FDY31,OUT010,650.0068099247646
FDW03,OUT010,106.6585929663247
FDD14,OUT046,2863.368281350672
FDV23,OUT017,2051.087239081199
DRI03,OUT045,2754.6766851779657
FDN13,OUT035,1680.0176928528062
FDF45,OUT027,2305.0956162919565
FDU46,OUT035,1512.8134918889202
FDB57,OUT049,3411.4926354101526
FDV12,OUT049,1684.2759694785425
FDQ58,OUT013,2408.9372708938063
NCA18,OUT017,1913.8063673207675
FDH52,OUT049,1145.039677272383
FDM24,OUT018,2378.6308191371804
NCP43,OUT027,4013.1289289644674
NCO18,OUT019,1090.8467973639968
FDM32,OUT017,1565.2890819000575
NCL07,OUT017,816.1504296493488
FDK03,OUT013,3845.741159625674
FDP59,OUT017,1721.235446444284
FDQ24,OUT049,3809.6710517370852
FDQ16,OUT018,1808.063968175109
FDU44,OUT013,2542.922411042383
FDH28,OUT010,848.5688272417735
FDV28,OUT019,890.7125378787684
FDM22,OUT045,1040.1250852184721
FDR56,OUT046,3041.3856341956407
FDV39,OUT049,3052.16219810836
FDU37,OUT019,259.7079920977553
FDQ11,OUT010,2217.0554226547765
FDX02,OUT045,3427.8615295643376
NCS42,OUT018,1569.1642359726222
FDY57,OUT027,2796.0048312076237
FDB21,OUT049,3686.017790962652
FDE28,OUT017,3516.888499971004
FDQ55,OUT017,1876.2924419113576
FDA48,OUT049,3414.788367022008
FDZ19,OUT045,2735.9380164574427
NCC43,OUT045,3834.0752266358018
NCV18,OUT046,1435.0077699335493
NCA42,OUT018,2504.209169939376
FDY45,OUT046,3889.365275751854
NCC30,OUT045,2798.7454858427222
FDM57,OUT013,1483.7795317626187
FDL09,OUT010,954.5284706174461
FDB09,OUT027,3219.99465198573
FDT44,OUT035,1954.5794363736688
NCT06,OUT027,3775.5632503777106
FDX26,OUT049,2861.9976397665782
FDK32,OUT013,2436.1559048974377
DRA12,OUT046,2293.2827028955408
FDO46,OUT010,1251.5327110408998
FDE52,OUT013,1501.5190675008969
NCH42,OUT045,3521.5914611353164
FDV08,OUT035,873.8102533317392
FDB47,OUT018,3230.3508768438255
FDC28,OUT010,162.87459912789382
FDD22,OUT046,1882.9204931034321
FDS07,OUT027,3085.5648272985777
DRI13,OUT045,3335.130730975603
FDG32,OUT018,3403.6652685244817
FDU14,OUT017,3804.0787214956194
FDD28,OUT019,565.1556098359537
NCP41,OUT017,1823.890027836948
FDS08,OUT049,2745.3073508177044
FDX47,OUT045,2498.9267863143536
FDC53,OUT019,20.92735417151357
FDQ19,OUT035,3675.685911588509
FDL14,OUT045,2461.8941334118845
FDM33,OUT019,1720.0360170223394
FDA51,OUT045,1875.8477573727812
FDZ27,OUT018,950.2703077200579
FDT04,OUT046,863.0702773873843
DRC13,OUT049,2037.9774885705056
FDR16,OUT027,4485.336063127976
FDQ03,OUT027,4787.932633792894
FDE38,OUT035,2643.243805837072
DRH23,OUT027,2266.6923218053935
FDT11,OUT019,1249.6807969498655
FDD09,OUT035,2810.892691339535
FDR40,OUT045,1435.5256304088537
FDX07,OUT017,2864.330826364553
FDR07,OUT035,1647.2799045444367
FDA51,OUT017,1889.9200528973554
FDT59,OUT019,1847.9109664541452
FDF20,OUT017,3027.3133386710665
FDR13,OUT045,1898.3268422437359
FDY26,OUT049,3240.4748423591072
FDW04,OUT017,2109.155159333802
FDK52,OUT017,3475.2260618409496
FDN60,OUT049,2493.7425526431007
FDM09,OUT019,1012.1882942998368
FDP46,OUT049,1518.8505066689625
FDB50,OUT019,277.9653883113381
NCQ29,OUT049,3924.4362506581983
FDP16,OUT027,4916.770128238582
FDX33,OUT018,2533.724402572618
FDP07,OUT010,1357.4098481086908
FDN22,OUT046,3816.7071994993726
FDF39,OUT049,3964.7280472041584
FDS21,OUT017,1136.5962999576382
NCM42,OUT013,1790.5612031165465
FDK50,OUT019,908.1996592914425
DRF13,OUT027,3531.5524604406983
FDH35,OUT018,2573.0536541046977
FDP60,OUT018,1666.0801352503647
DRJ49,OUT027,3295.4305993747626
NCT42,OUT019,695.0015676350386
FDE38,OUT049,2641.836576284615
FDI04,OUT049,3077.4923300525934
NCH54,OUT045,2504.037844048879
FDT56,OUT049,1111.3393439501324
DRD15,OUT018,3535.76190661366
FDV58,OUT013,3009.981899503001
FDP21,OUT049,2914.8813263479283
FDH05,OUT013,3558.1428415308455
FDR10,OUT027,3737.1599558911475
NCP06,OUT045,2385.0509564703943
FDF33,OUT049,1780.265911710768
DRK37,OUT013,2932.6940380229344
DRH49,OUT045,1467.8553221470106
FDT58,OUT013,2638.985529211336
FDD41,OUT018,1734.0352503385338
FDP40,OUT018,1818.803944119464
FDM51,OUT027,2894.4011359745514
FDO45,OUT010,176.8278003762232
FDW33,OUT010,106.62200499796063
FDY24,OUT045,1043.865501368904
FDB10,OUT010,1950.5289598784457
FDM40,OUT035,2276.3959482660516
NCI06,OUT017,2827.334761430447
FDW12,OUT019,627.52772505381
FDX48,OUT027,3643.0219277499555
NCW05,OUT027,2970.763040409101
FDX27,OUT017,1621.0238155546863
DRM37,OUT045,3072.3446843497045
FDA38,OUT045,3681.3514177667025
FDR36,OUT046,845.6656622825908
FDZ45,OUT046,3079.825516650568
FDG05,OUT017,2512.073124793411
FDK28,OUT013,3920.7324224761296
FDV47,OUT045,1488.927177465508
FDN21,OUT045,2541.0704969513486
FDP20,OUT027,3253.731573276344
FDI35,OUT045,2839.9632394342
DRY23,OUT013,891.6229650067453
FDA56,OUT017,2009.3882129827805
FDB09,OUT013,2015.9065002697632
NCO26,OUT027,3115.0800599318195
FDQ49,OUT018,2469.0650190963042
FDI52,OUT027,3186.2577306951157
FDZ44,OUT027,3116.9319740228534
FDZ09,OUT018,2579.163844821468
FDY03,OUT049,1873.995843281747
NCG42,OUT017,2110.5623888862597
DRI13,OUT027,4532.1827349292835
FDQ32,OUT013,2050.1612820356822
FDW16,OUT035,1562.4380348267787
FDU27,OUT046,944.0619670495187
FDR28,OUT010,898.7937369628171
FDQ49,OUT010,833.2449844093503
FDS37,OUT046,1916.6208264256823
FDW26,OUT018,3368.484529713046
FDX12,OUT018,3658.970482849517
NCP06,OUT013,2403.344940652341
FDW45,OUT010,651.4140394772223
NCN30,OUT049,1612.5438502715776
FDN24,OUT049,1029.3119333373893
NCL41,OUT027,1925.5826927488195
FDR02,OUT019,148.28444312801525
FDD09,OUT010,1153.1729942423358
FDS33,OUT010,174.49461377824855
FDU22,OUT045,1965.3560002863878
FDI53,OUT013,2569.215088000497
DRH01,OUT049,2755.6758181602104
FDX32,OUT013,2294.172071972694
NCP30,OUT018,825.6910899001073
FDB60,OUT045,3039.0890355660304
FDB14,OUT049,1596.6562286243336
NCP02,OUT035,1099.118962516592
FDJ10,OUT017,2257.6572795455286
FDG34,OUT046,1837.481050854582
NCB18,OUT017,1518.405822130386
FDM16,OUT049,1326.7974462677835
FDW25,OUT018,1449.659487918833
FDB35,OUT010,107.94672824253712
DRN11,OUT013,2297.912488123126
FDF41,OUT019,2100.91958214957
FDH16,OUT045,1523.0721953263346
NCQ50,OUT018,3256.5337898968482
DRH23,OUT018,1070.2563282807876
DRJ37,OUT013,2419.7504227748896
DRJ24,OUT027,4064.160701454783
FDY16,OUT035,2863.368281350672
FDQ27,OUT045,1762.5263759724896
FDZ33,OUT045,2373.3850234805222
FDF29,OUT045,2130.2636026206637
FDA08,OUT049,2578.0665618854546
FDG31,OUT046,1199.4037693429177
FDE34,OUT019,1187.872460546831
NCR30,OUT027,2501.8150498890845
FDV33,OUT035,3914.6222317593597
DRZ24,OUT018,1957.973317939293
NCL54,OUT035,2723.7542229922665
FDR12,OUT049,2714.902749107309
NCC54,OUT046,3686.499063469592
DRN59,OUT013,928.1377574339106
FDX50,OUT019,160.02355205461504
FDV31,OUT027,3974.725634477905
NCA29,OUT027,3895.54927093844
FDW60,OUT049,2770.637482761938
FDX08,OUT017,2849.3691617628256
DRD49,OUT013,3609.619298559738
FDD33,OUT046,3536.5531257370435
FDW35,OUT013,876.624712436654
FDJ36,OUT017,1730.6413687729096
FDV51,OUT035,2623.542592102668
FDW36,OUT046,1780.3024996791319
FDH35,OUT046,2607.61838248706
NCS30,OUT027,3306.6884357944223
FDN49,OUT017,820.3721183067212
FDL08,OUT018,3727.8515549832027
FDI09,OUT013,3660.724246986782
FDP19,OUT018,2087.736769430497
FDU21,OUT010,927.3005062426614
NCP41,OUT045,1797.1526663402572
FDY10,OUT013,1866.923107551096
FDP12,OUT018,776.5112315008253
NCN26,OUT049,1915.6582814118015
FDK44,OUT013,2737.3818339782642
FDC28,OUT049,1817.779837120178
FDJ41,OUT027,5168.37151438155
NCT29,OUT035,2020.64604940244
NCH42,OUT019,1821.6548774643943
FDU60,OUT018,2617.5305513396675
FDS02,OUT045,3000.612565142739
FDC51,OUT046,2014.0545861787293
FDU03,OUT013,2852.1470328993764
FDX39,OUT045,3262.064558152909
NCY05,OUT010,876.1955578156176
NCL06,OUT027,5121.932939150454
FDD32,OUT035,1408.3069964052222
NCN41,OUT045,2009.8328975213572
NCX53,OUT049,2273.581489161137
FDU57,OUT019,716.5546954604761
FDQ23,OUT046,1746.120893849941
FDQ52,OUT045,3786.747282327554
FDC14,OUT045,847.0728918350483
FDY09,OUT035,2770.192798223361
FDQ28,OUT045,2483.9651217126266
FDV25,OUT046,3392.75396668963
FDJ07,OUT035,1917.5467834711994
DRB25,OUT049,1775.118266007879
FDK52,OUT019,1779.5111668273998
FDY52,OUT027,2352.4235606002044
FDB28,OUT046,3066.234493632934
FDT36,OUT035,789.967516596326
FDV25,OUT017,3408.2334917666612
NCN07,OUT027,3299.1344275568304
FDC57,OUT017,3002.056382663561
FDQ03,OUT018,3597.125558478118
FDU23,OUT017,2633.874471476811
NCX41,OUT035,3274.2483516180855
NCD06,OUT035,939.39559385357
FDW08,OUT045,1784.0429158295638
NCU29,OUT017,2323.687304605936
NCE06,OUT013,2547.6253722066954
FDV52,OUT010,267.3079186748639
FDB02,OUT017,2767.823023657023
NCR18,OUT045,885.9940467969157
FDK16,OUT049,1610.6919361805437
NCQ29,OUT010,2248.422569379052
FDZ01,OUT019,63.997021854025434
FDW27,OUT035,2491.9272265204304
FDD17,OUT018,3613.531040600667
FDW39,OUT013,2767.823023657023
DRH59,OUT045,1304.3183613968285
FDS52,OUT013,1713.3099296048438
FDU40,OUT027,4211.292180082417
NCF54,OUT013,2725.679313020028
FDH46,OUT045,1729.234139220452
NCP14,OUT049,1740.4553876717475
FDH50,OUT049,2888.6984132949055
DRF15,OUT010,768.1043284260963
FDV27,OUT027,2694.3493827972043
NCJ06,OUT049,1973.3181050941919
FDN02,OUT018,3157.211528084403
FDQ51,OUT049,929.0637144794275
FDQ07,OUT017,3416.676869081406
FDS45,OUT049,1762.0085154971855
NCJ06,OUT045,1987.3904006187663
FDD36,OUT035,1931.5824910274098
FDY25,OUT045,2851.7023483608
FDU52,OUT046,2462.8200904574014
DRK47,OUT017,3477.52266047056
NCL30,OUT017,2089.490533567762
FDN22,OUT035,3826.5578063665744
NCF30,OUT027,3240.1405502587104
