Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDY13,OUT046,1235.0
FDY35,OUT013,825.0
FDI35,OUT017,3000.5
NCU18,OUT049,2327.5
FDY33,OUT018,2276.0
FDC15,OUT027,3938.5
FDU01,OUT049,3106.5
NCU42,OUT046,2679.0
NCV29,OUT018,2527.0
NCY30,OUT017,2984.5
FDQ46,OUT049,1896.5
FDG58,OUT027,3934.5
FDK33,OUT017,3496.5
NCD07,OUT045,1763.5
NCX29,OUT027,3721.5
NCT42,OUT013,2376.0
DRN59,OUT035,926.0
FDI44,OUT035,1430.0
FDA45,OUT049,2910.5
FDP31,OUT045,1028.5
FDY01,OUT046,1861.0
FDT09,OUT018,1900.0
DRH03,OUT027,3000.5
FDA36,OUT018,2708.0
NCF31,OUT017,2519.5
FDG14,OUT049,2548.5
FDG28,OUT027,5368.5
FDU14,OUT049,4058.5
FDY47,OUT019,239.0
FDI56,OUT049,1562.5
DRD01,OUT013,1005.0
FDM22,OUT046,955.0
FDH33,OUT013,739.0
DRZ24,OUT013,1933.0
NCQ38,OUT046,1681.0
FDO16,OUT027,2838.5
FDU07,OUT027,3840.5
NCB07,OUT013,3080.5
FDU48,OUT045,2056.5
NCM43,OUT045,2541.5
FDR31,OUT010,421.0
DRK49,OUT018,438.0
NCI30,OUT010,1910.0
DRD60,OUT017,2992.5
NCG19,OUT046,3669.0
FDH12,OUT035,1838.0
FDM32,OUT035,1648.0
FDM27,OUT035,2644.0
NCU53,OUT027,4065.5
NCQ18,OUT046,1556.0
FDS10,OUT013,2889.0
FDB33,OUT027,3978.5
FDI12,OUT013,1453.0
NCW42,OUT013,3503.5
NCC06,OUT018,1764.0
FDW02,OUT017,2162.5
NCD43,OUT017,1765.5
FDM57,OUT018,1108.0
FDA58,OUT017,3840.5
FDK56,OUT046,2929.0
FDP52,OUT045,3624.5
FDW20,OUT018,1728.0
FDS52,OUT049,1738.5
NCT29,OUT018,1618.0
NCL54,OUT013,2800.5
FDC05,OUT045,3104.5
FDF34,OUT035,3312.0
FDP03,OUT027,3484.5
FDD32,OUT010,525.0
FDZ10,OUT045,1986.5
FDZ40,OUT035,1060.0
FDD51,OUT018,458.0
NCY30,OUT019,938.0
FDP58,OUT017,3538.5
FDV49,OUT017,4286.5
FDY24,OUT019,1021.0
NCO55,OUT017,1791.5
FDR13,OUT017,2020.5
FDS51,OUT017,1142.5
FDP26,OUT045,1608.5
NCB54,OUT027,3495.5
FDF32,OUT017,3232.5
FDN31,OUT018,2730.0
DRM48,OUT017,718.5
FDN20,OUT049,2800.5
DRL01,OUT046,3717.0
FDV56,OUT049,1874.5
DRH13,OUT027,3204.5
FDA03,OUT017,2466.5
FDF47,OUT027,4990.5
FDX32,OUT046,2365.0
FDX57,OUT049,1698.5
NCA30,OUT045,2909.5
FDO49,OUT013,901.0
FDL04,OUT019,221.0
DRM48,OUT035,778.0
FDR16,OUT013,3417.0
NCC19,OUT018,2741.0
NCE42,OUT045,3637.5
FDY24,OUT017,1034.5
FDH19,OUT049,2898.5
FDJ46,OUT013,2797.0
FDN45,OUT010,1609.0
FDY08,OUT035,2390.0
FDZ37,OUT035,1600.0
NCT30,OUT045,696.0
DRY23,OUT018,462.0
NCZ30,OUT018,1656.0
FDC44,OUT018,1526.0
FDB45,OUT035,1848.0
FDY04,OUT013,2669.0
FDM27,OUT046,2543.0
FDZ43,OUT017,3950.5
FDT39,OUT019,563.0
NCC06,OUT019,116.0
FDL15,OUT027,3910.5
FDL57,OUT017,4200.5
FDU08,OUT046,1611.0
FDK40,OUT017,4284.5
FDQ12,OUT010,1713.0
FDS48,OUT017,2528.5
FDP09,OUT045,3304.5
FDW21,OUT049,1748.5
FDY25,OUT035,3034.0
DRE13,OUT017,1508.5
FDV43,OUT019,1175.0
FDD22,OUT045,1728.5
FDM46,OUT019,437.0
NCO30,OUT010,1000.0
FDM25,OUT046,2799.0
NCN41,OUT049,2040.0
FDU24,OUT045,1462.5
FDZ50,OUT046,2949.0
FDP45,OUT013,4043.0
NCM54,OUT045,1928.5
FDW10,OUT019,887.0
FDP20,OUT017,2162.5
FDK32,OUT046,2449.0
FDN52,OUT049,1540.5
FDM58,OUT045,1758.5
FDZ46,OUT027,3240.5
NCA18,OUT018,1578.0
FDD35,OUT046,1971.0
NCK31,OUT035,953.0
FDI40,OUT027,3096.5
FDT50,OUT019,305.0
NCT06,OUT046,2600.0
FDT31,OUT035,3144.0
FDT45,OUT049,990.5
FDT13,OUT045,2920.5
FDO50,OUT045,1412.5
NCU18,OUT010,297.0
NCR54,OUT049,3152.5
NCO18,OUT018,2536.0
FDU09,OUT045,904.5
FDT13,OUT018,2718.0
FDE09,OUT046,1823.0
NCK53,OUT019,287.0
FDG45,OUT049,3470.5
DRH15,OUT035,900.0
FDO21,OUT019,1701.0
FDD14,OUT027,4356.5
FDC09,OUT046,1703.0
FDH45,OUT027,2212.5
FDV32,OUT046,1073.0
FDG12,OUT035,2108.0
FDS32,OUT013,2315.0
NCL55,OUT018,3659.0
DRE01,OUT035,3970.0
DRE15,OUT049,1372.5
NCL42,OUT045,3809.0
FDP31,OUT013,1097.0
FDN33,OUT018,1260.0
FDZ59,OUT046,2649.0
FDE45,OUT010,921.0
FDJ07,OUT013,1949.0
FDQ45,OUT018,2702.0
FDM33,OUT027,4920.5
FDO15,OUT010,629.0
FDM46,OUT013,1511.0
FDR03,OUT045,3242.5
FDY49,OUT018,2422.0
FDQ60,OUT045,1866.5
FDW10,OUT049,2900.5
FDO51,OUT049,892.5
FDJ40,OUT018,1516.0
FDS20,OUT018,2626.0
FDU45,OUT013,1883.0
FDV02,OUT035,2846.0
FDN09,OUT046,3841.0
NCM55,OUT027,4383.5
FDN23,OUT018,2066.0
FDY31,OUT010,405.0
FDW03,OUT010,157.0
FDD14,OUT046,2891.0
FDV23,OUT017,2112.5
DRI03,OUT045,2742.5
FDN13,OUT035,1734.0
FDF45,OUT027,2492.5
FDU46,OUT035,1614.0
FDB57,OUT049,3660.5
FDV12,OUT049,1742.5
FDQ58,OUT013,2459.0
NCA18,OUT017,1936.0
FDH52,OUT049,1152.5
FDM24,OUT018,2152.0
NCP43,OUT027,4307.5
NCO18,OUT019,890.0
FDM32,OUT017,1598.5
NCL07,OUT017,730.5
FDK03,OUT013,4059.0
FDP59,OUT017,1790.5
FDQ24,OUT049,4058.5
FDQ16,OUT018,1500.0
FDU44,OUT013,2625.0
FDH28,OUT010,1247.0
FDV28,OUT019,1293.0
FDM22,OUT045,874.5
FDR56,OUT046,3135.0
FDV39,OUT049,3236.5
FDU37,OUT019,571.0
FDQ11,OUT010,2167.0
FDX02,OUT045,3476.5
NCS42,OUT018,1193.0
FDY57,OUT027,3006.5
FDB21,OUT049,3900.5
FDE28,OUT017,3754.5
FDQ55,OUT017,1972.5
FDA48,OUT049,3610.5
FDZ19,OUT045,2702.5
NCC43,OUT045,3879.0
NCV18,OUT046,1295.0
NCA42,OUT018,2236.0
FDY45,OUT046,4061.0
NCC30,OUT045,2752.5
FDM57,OUT013,1451.0
FDL09,OUT010,735.0
FDB09,OUT027,3460.5
FDT44,OUT035,2048.0
NCT06,OUT027,4042.5
FDX26,OUT049,3006.5
FDK32,OUT013,2509.0
DRA12,OUT046,2295.0
FDO46,OUT010,1113.0
FDE52,OUT013,1483.0
NCH42,OUT045,3548.5
FDV08,OUT035,874.0
FDB47,OUT018,3064.0
FDC28,OUT010,137.0
FDD22,OUT046,1827.0
FDS07,OUT027,3302.5
DRI13,OUT045,3384.5
FDG32,OUT018,3228.0
FDU14,OUT017,4066.5
FDD28,OUT019,915.0
NCP41,OUT017,1847.5
FDS08,OUT049,2886.5
FDX47,OUT045,2486.5
FDC53,OUT019,249.0
FDQ19,OUT035,4002.0
FDL14,OUT045,2446.5
FDM33,OUT019,1593.0
FDA51,OUT045,1764.5
FDZ27,OUT018,560.0
FDT04,OUT046,699.0
DRC13,OUT049,2140.5
FDR16,OUT027,4876.5
FDQ03,OUT027,5216.5
FDE38,OUT035,2824.0
DRH23,OUT027,2380.5
FDT11,OUT019,1129.0
FDD09,OUT035,3016.0
FDR40,OUT045,1318.5
FDX07,OUT017,3062.5
FDR07,OUT035,1716.0
FDA51,OUT017,1948.5
FDT59,OUT019,1765.0
FDF20,OUT017,3208.5
FDR13,OUT045,1824.5
FDY26,OUT049,3470.5
FDW04,OUT017,2218.5
FDK52,OUT017,3692.5
FDN60,OUT049,2598.5
FDM09,OUT019,841.0
FDP46,OUT049,1526.5
FDB50,OUT019,643.0
NCQ29,OUT049,4139.0
FDP16,OUT027,5338.5
FDX33,OUT018,2312.0
FDP07,OUT010,1185.0
FDN22,OUT046,3983.0
FDF39,OUT049,4272.5
FDS21,OUT017,1154.5
NCM42,OUT013,1735.5
FDK50,OUT019,723.0
DRF13,OUT027,3812.5
FDH35,OUT018,2340.0
FDP60,OUT018,1340.0
DRJ49,OUT027,3554.5
NCT42,OUT019,453.0
FDE38,OUT049,2774.5
FDI04,OUT049,3278.5
NCH54,OUT045,2415.5
FDT56,OUT049,1096.5
DRD15,OUT018,3404.0
FDV58,OUT013,3097.0
FDP21,OUT049,3110.5
FDH05,OUT013,3737.0
FDR10,OUT027,4044.5
NCP06,OUT045,2293.0
FDF33,OUT049,1828.5
DRK37,OUT013,3031.0
DRH49,OUT045,1320.5
FDT58,OUT013,2695.0
FDD41,OUT018,1438.0
FDP40,OUT018,1544.0
FDM51,OUT027,3140.5
FDO45,OUT010,475.0
FDW33,OUT010,219.0
FDY24,OUT045,856.5
FDB10,OUT010,1831.0
FDM40,OUT035,2390.0
NCI06,OUT017,2947.0
FDW12,OUT019,439.0
FDX48,OUT027,3962.5
NCW05,OUT027,3126.5
FDX27,OUT017,1664.5
DRM37,OUT045,3074.5
FDA38,OUT045,3764.5
FDR36,OUT046,705.0
FDZ45,OUT046,3157.0
FDG05,OUT017,2656.5
FDK28,OUT013,4115.0
FDV47,OUT045,1336.5
FDN21,OUT045,2492.5
FDP20,OUT027,3500.5
FDI35,OUT045,2832.5
DRY23,OUT013,789.0
FDA56,OUT017,2090.5
FDB09,OUT013,2013.0
NCO26,OUT027,3303.5
FDQ49,OUT018,2262.0
FDI52,OUT027,3412.5
FDZ44,OUT027,3352.5
FDZ09,OUT018,2336.0
FDY03,OUT049,1948.5
NCG42,OUT017,2157.5
DRI13,OUT027,4920.5
FDQ32,OUT013,2085.0
FDW16,OUT035,1662.0
FDU27,OUT046,801.0
FDR28,OUT010,717.0
FDQ49,OUT010,639.0
FDS37,OUT046,1881.0
FDW26,OUT018,3238.0
FDX12,OUT018,3578.0
NCP06,OUT013,2410.0
FDW45,OUT010,409.0
NCN30,OUT049,1608.5
FDN24,OUT049,976.5
NCL41,OUT027,1999.5
FDR02,OUT019,113.0
FDD09,OUT010,971.0
FDS33,OUT010,485.0
FDU22,OUT045,1852.5
FDI53,OUT013,2633.0
DRH01,OUT049,2886.5
FDX32,OUT013,2341.0
NCP30,OUT018,382.0
FDB60,OUT045,3054.5
FDB14,OUT049,1636.5
NCP02,OUT035,1081.5
FDJ10,OUT017,2364.5
FDG34,OUT046,1823.0
NCB18,OUT017,1503.5
FDM16,OUT049,1354.5
FDW25,OUT018,1106.0
FDB35,OUT010,411.0
DRN11,OUT013,2297.0
FDF41,OUT019,1993.0
FDH16,OUT045,1374.5
NCQ50,OUT018,3066.0
DRH23,OUT018,654.0
DRJ37,OUT013,2459.0
DRJ24,OUT027,4378.5
FDY16,OUT035,3086.0
FDQ27,OUT045,1670.5
FDZ33,OUT045,2300.5
FDF29,OUT045,2084.5
FDA08,OUT049,2732.5
FDG31,OUT046,1087.0
FDE34,OUT019,1017.0
NCR30,OUT027,2628.5
FDV33,OUT035,4262.0
DRZ24,OUT018,1660.0
NCL54,OUT035,2866.0
FDR12,OUT049,2888.5
NCC54,OUT046,3784.0
DRN59,OUT013,813.0
FDX50,OUT019,125.0
FDV31,OUT027,4282.5
NCA29,OUT027,4178.5
FDW60,OUT049,2954.5
FDX08,OUT017,3014.5
DRD49,OUT013,3745.0
FDD33,OUT046,3651.0
FDW35,OUT013,767.0
FDJ36,OUT017,1782.5
FDV51,OUT035,2806.0
FDW36,OUT046,1723.0
FDH35,OUT046,2637.0
NCS30,OUT027,3511.5
FDN49,OUT017,778.5
FDL08,OUT018,3618.0
FDI09,OUT013,3841.0
FDP19,OUT018,1776.0
FDU21,OUT010,1321.0
NCP41,OUT045,1649.5
FDY10,OUT013,1851.0
FDP12,OUT018,390.0
NCN26,OUT049,1940.5
FDK44,OUT013,2793.0
FDC28,OUT049,1862.5
FDJ41,OUT027,5620.5
NCT29,OUT035,2094.5
NCH42,OUT019,1692.0
FDU60,OUT018,2420.0
FDS02,OUT045,3012.5
FDC51,OUT046,2025.0
FDU03,OUT013,2959.0
FDX39,OUT045,3326.5
NCY05,OUT010,1321.0
NCL06,OUT027,5521.5
FDD32,OUT035,1490.0
NCN41,OUT045,1875.0
NCX53,OUT049,2339.0
FDU57,OUT019,513.0
FDQ23,OUT046,1695.0
FDQ52,OUT045,3856.5
FDC14,OUT045,660.5
FDY09,OUT035,2970.0
FDQ28,OUT045,2464.5
FDV25,OUT046,3507.0
FDJ07,OUT035,2030.0
DRB25,OUT049,1810.5
FDK52,OUT019,1663.0
FDY52,OUT027,2516.5
FDB28,OUT046,3135.0
FDT36,OUT035,760.0
FDV25,OUT017,3626.5
NCN07,OUT027,3517.5
FDC57,OUT017,3206.5
FDQ03,OUT018,3498.0
FDU23,OUT017,2776.5
NCX41,OUT035,3490.5
NCD06,OUT035,891.5
FDW08,OUT045,1638.5
NCU29,OUT017,2396.5
NCE06,OUT013,2555.5
FDV52,OUT010,21.0
FDB02,OUT017,2952.5
NCR18,OUT045,642.5
FDK16,OUT049,1618.5
NCQ29,OUT010,2108.0
FDZ01,OUT019,171.0
FDW27,OUT035,2660.0
FDD17,OUT018,3496.0
FDW39,OUT013,2879.0
DRH59,OUT045,1132.5
FDS52,OUT013,1693.0
FDU40,OUT027,4560.5
NCF54,OUT013,2763.5
FDH46,OUT045,1634.5
NCP14,OUT049,1726.0
FDH50,OUT049,3052.5
DRF15,OUT010,541.0
FDV27,OUT027,2914.5
NCJ06,OUT049,2002.5
FDN02,OUT018,2982.0
FDQ51,OUT049,920.5
FDQ07,OUT017,3654.5
FDS45,OUT049,1836.5
NCJ06,OUT045,1855.0
FDD36,OUT035,2044.0
FDY25,OUT045,2846.5
FDU52,OUT046,2475.0
DRK47,OUT017,3698.5
NCL30,OUT017,2132.0
FDN22,OUT035,4138.0
NCF30,OUT027,3429.5
FDK03,OUT035,4222.0
FDT45,OUT017,1028.5
NCC54,OUT027,5198.5
FDP08,OUT018,2846.0
FDU44,OUT046,2635.0
DRG39,OUT035,1038.0
FDU32,OUT049,2068.5
FDY27,OUT049,2948.5
NCP54,OUT013,1981.0
NCZ41,OUT049,2093.0
DRL49,OUT013,2329.0
FDI05,OUT018,994.0
FDY56,OUT045,3552.5
DRC13,OUT013,2077.0
NCV29,OUT017,2933.5
FDR24,OUT049,1576.5
FDZ34,OUT018,2762.0
FDP37,OUT035,2158.0
FDX08,OUT027,4342.5
FDS57,OUT045,2188.5
NCG18,OUT049,1729.5
FDK25,OUT018,2424.0
FDH53,OUT049,1464.5
DRI59,OUT018,3264.0
FDA52,OUT046,2835.0
FDT20,OUT010,1253.0
FDE36,OUT019,733.0
FDI24,OUT017,2880.5
FDB28,OUT018,2880.0
FDV11,OUT017,2944.5
FDP01,OUT046,2493.0
FDD34,OUT027,4044.5
FDJ50,OUT027,2340.5
FDZ44,OUT013,1947.0
DRO59,OUT035,1392.0
DRB48,OUT045,650.5
FDR21,OUT018,2516.0
NCE42,OUT010,1776.0
FDO23,OUT046,1499.0
NCE30,OUT018,3047.0
FDQ22,OUT035,806.0
FDY01,OUT045,1796.5
FDS08,OUT017,2934.5
FDG28,OUT018,3660.0
FDQ51,OUT018,582.0
FDB05,OUT017,4040.5
FDO56,OUT049,2010.5
FDE02,OUT018,1206.0
FDN45,OUT017,3624.5
FDS09,OUT013,885.0
NCA54,OUT018,2582.0
FDP09,OUT010,1461.0
FDC53,OUT045,1554.5
NCM55,OUT017,3031.5
FDL09,OUT018,2434.0
FDA11,OUT019,375.0
FDA50,OUT045,1464.5
FDC23,OUT017,2962.5
FDE22,OUT049,2642.5
FDD23,OUT046,3005.0
NCA29,OUT049,2820.5
FDK38,OUT046,2355.0
DRC13,OUT046,1997.0
NCP43,OUT049,2920.0
FDX28,OUT049,1698.5
FDF08,OUT049,1590.5
FDZ33,OUT046,2379.0
FDD10,OUT049,2974.5
FDO58,OUT017,2700.5
FDI50,OUT017,3784.5
FDO58,OUT045,2584.5
FDX08,OUT013,2921.0
NCK17,OUT010,1250.0
FDF39,OUT035,4326.0
FDU45,OUT010,75.0
NCJ18,OUT018,1557.5
DRC27,OUT019,1995.0
DRC25,OUT035,1540.0
FDU59,OUT035,2700.0
FDU28,OUT035,3180.0
NCP30,OUT046,678.0
FDB39,OUT018,656.0
FDE41,OUT013,1471.0
DRH11,OUT010,987.0
FDA58,OUT045,3660.5
FDU50,OUT046,1887.0
FDM34,OUT013,2111.0
FDM44,OUT027,3112.5
FDR39,OUT045,2852.5
FDM25,OUT045,2762.5
FDQ49,OUT049,2632.5
DRH25,OUT018,618.0
FDM09,OUT027,4200.5
FDL44,OUT019,695.0
NCR42,OUT018,265.0
DRL59,OUT046,899.0
FDX43,OUT013,2709.0
DRK47,OUT010,1663.0
FDU48,OUT018,1842.0
FDY12,OUT045,792.5
NCN43,OUT018,1675.0
NCM55,OUT018,2615.0
FDQ21,OUT027,3446.5
FDX13,OUT035,4116.0
NCK30,OUT027,5421.5
FDG20,OUT049,2904.5
DRG27,OUT017,780.5
FDY14,OUT018,3898.0
FDP59,OUT035,1840.0
FDU60,OUT017,2828.5
NCC18,OUT019,756.0
DRJ39,OUT017,3566.5
FDS07,OUT049,1918.5
FDM08,OUT027,5010.5
FDP51,OUT045,1896.5
FDU16,OUT035,1518.0
FDH12,OUT013,1747.0
DRE48,OUT010,1205.0
NCL42,OUT027,5286.5
FDR21,OUT045,2760.5
NCW29,OUT035,2226.0
FDO11,OUT013,4031.0
NCM31,OUT049,2317.5
FDV35,OUT019,553.0
FDF58,OUT017,1142.5
NCE43,OUT049,2746.0
FDA02,OUT035,2486.0
DRL37,OUT010,1163.0
FDR24,OUT018,1240.0
FDW59,OUT049,1460.5
FDS22,OUT049,902.5
FDW24,OUT017,948.5
FDU24,OUT035,1694.0
FDA21,OUT027,4424.5
FDH58,OUT027,3344.5
FDW36,OUT018,1408.0
FDI45,OUT027,4216.5
FDU01,OUT018,2724.0
FDF35,OUT027,3194.5
FDU43,OUT019,1889.0
FDE24,OUT019,395.0
FDK50,OUT049,2706.5
FDG31,OUT045,988.5
FDC60,OUT045,1420.5
FDL36,OUT013,1497.0
FDP21,OUT013,3083.0
FDW16,OUT045,1444.5
FDX02,OUT017,3664.5
FDQ58,OUT027,3926.5
FDT51,OUT046,1833.0
FDD59,OUT049,1420.5
NCM42,OUT018,1460.0
FDA57,OUT018,426.0
FDZ48,OUT035,1950.0
FDE46,OUT045,2382.5
NCZ30,OUT019,24.0
FDB56,OUT017,3122.5
FDA25,OUT027,3172.5
FDD20,OUT013,2055.0
FDL25,OUT013,1547.0
NCO18,OUT049,2889.0
FDJ45,OUT017,708.5
FDR12,OUT035,2898.0
NCF19,OUT010,1148.0
FDK25,OUT046,2663.0
NCR17,OUT046,1815.0
FDC52,OUT046,2471.0
NCA54,OUT017,2957.5
FDR45,OUT010,1877.0
NCM19,OUT049,1892.5
FDF39,OUT027,5656.5
FDX23,OUT049,1672.5
FDD58,OUT027,3070.5
FDX28,OUT013,1645.0
NCD31,OUT013,2599.5
FDU57,OUT018,2158.0
FDI27,OUT046,811.0
NCM42,OUT046,1721.0
FDD32,OUT027,2818.5
FDI34,OUT013,3679.0
NCM29,OUT049,2157.5
FDG46,OUT018,1584.0
DRC01,OUT010,1045.0
FDB15,OUT027,5592.5
